state_clean,district,age_0_5,age_5_17,age_18_greater,total,youth_pct,demo_age_5_17,demo_age_17_,demo_total,bio_age_5_17,bio_age_17_,bio_total,n_total,n_youth_pct,n_demo_total,n_bio_total,priority
andhra pradesh,Karimnagar,552,107,0,659,16.236722306525035,967.0,9364.0,10331.0,4338.0,12789.0,17127.0,0.01506168883191796,0.16236722306525037,0.023098783015429745,0.028273480343765374,0.0561378495293229
andhra pradesh,Khammam,869,264,0,1133,23.300970873786408,4648.0,27720.0,32368.0,15536.0,25422.0,40958.0,0.02591159841600476,0.23300970873786409,0.07237067163328138,0.06761401342441421,0.09531842364160681
andhra pradesh,Krishna,6163,540,34,6737,8.015437138192073,13459.0,98390.0,111849.0,146788.0,86459.0,233247.0,0.154187744637993,0.08015437138192073,0.2500799323872618,0.38504726278637486,0.20102974250350508
andhra pradesh,Kurnool,10923,823,24,11770,6.992353440951573,29378.0,148267.0,177645.0,242992.0,107641.0,350633.0,0.26939364112894,0.06992353440951572,0.397191298884524,0.5788296393633143,0.3069728456470756
andhra pradesh,Mahabub Nagar,1079,432,0,1511,28.590337524818,444.0,12369.0,12813.0,822.0,13030.0,13852.0,0.034564057957744865,0.28590337524818,0.02864821476882212,0.022867066603715652,0.09387632037176324
andhra pradesh,Mahabubnagar,7,0,0,7,0.0,13.0,68.0,81.0,39.0,81.0,120.0,0.00013734062764666835,0.0,0.0001811055487609921,0.0001980976026888448,0.0001239098499663013
andhra pradesh,Mahbubnagar,511,211,0,722,29.224376731301938,1254.0,8643.0,9897.0,3060.0,11679.0,14739.0,0.016503765422207977,0.2922437673130194,0.022128415013426404,0.024331338050257362,0.08812921033876439
andhra pradesh,Medak,1176,229,1,1406,16.287339971550498,1711.0,11252.0,12963.0,6281.0,16164.0,22445.0,0.03216059697392817,0.162873399715505,0.02898359541467581,0.03705250576959268,0.0651817791066048
andhra pradesh,N. T. R,790,97,46,933,10.39657020364416,4718.0,33352.0,38070.0,6788.0,6771.0,13559.0,0.021333577494449148,0.1039657020364416,0.08511960791766629,0.022383378290483723,0.054958774873797606
andhra pradesh,Nalgonda,951,216,0,1167,18.50899742930591,1623.0,28221.0,29844.0,5640.0,27013.0,32653.0,0.026689861972669215,0.18508997429305912,0.06672733329904998,0.05390400850499041,0.07974021362450709
andhra pradesh,Nandyal,860,39,6,905,4.30939226519337,4798.0,22587.0,27385.0,6337.0,4303.0,10640.0,0.020692654565431363,0.0430939226519337,0.06122932657802183,0.01756465410507757,0.03377470589750428
andhra pradesh,Nellore,4611,754,2,5367,14.048816843674306,7111.0,61012.0,68123.0,99065.0,59412.0,158477.0,0.12282830132533705,0.14048816843674305,0.15231423824993906,0.26161594817766715,0.16089798485857498
andhra pradesh,Nizamabad,453,71,0,524,13.549618320610687,728.0,4813.0,5541.0,3452.0,7527.0,10979.0,0.011971524709867924,0.13549618320610687,0.012388961057835273,0.01812427983267356,0.044166727628082256
andhra pradesh,Palnadu,759,76,25,860,8.837209302325581,3955.0,21540.0,25495.0,6007.0,4046.0,10053.0,0.01966259985808135,0.08837209302325581,0.05700353044026535,0.016595626665257972,0.043694764627247085
andhra pradesh,Parvathipuram Manyam,464,36,8,508,7.086614173228346,1511.0,7880.0,9391.0,5090.0,5540.0,10630.0,0.011605283036143475,0.07086614173228346,0.020997064301413293,0.017548145971520168,0.029487426550307772
andhra pradesh,Prakasam,6405,1157,61,7623,15.177751541387904,15519.0,104979.0,120498.0,136533.0,75766.0,212299.0,0.17446837732048437,0.15177751541387904,0.2694179804271855,0.3504660246103255,0.22298511192314152
andhra pradesh,Rangareddi,1478,405,0,1883,21.508231545406268,3569.0,18676.0,22245.0,13261.0,41326.0,54587.0,0.0430791768718383,0.21508231545406267,0.04973694978010209,0.09011294864979975,0.09681827045463945
andhra pradesh,Spsr Nellore,1167,713,303,2183,32.66147503435639,0.0,0.0,0.0,0.0,0.0,0.0,0.04994620825417172,0.3266147503435639,0.0,0.0,0.09913486047485108
andhra pradesh,Sri Potti Sriramulu Nellore,689,622,303,1614,38.53779429987608,3045.0,19020.0,22065.0,6668.0,3467.0,10135.0,0.036921738732346006,0.3853779429987608,0.04933449300507766,0.016730993360428683,0.12248019157911258
andhra pradesh,Sri Sathya Sai,879,40,19,938,4.264392324093817,3953.0,18154.0,22107.0,5704.0,4711.0,10415.0,0.02144802801748804,0.042643923240938165,0.049428399585916695,0.017193221100035988,0.031492114753545894
andhra pradesh,Srikakulam,4157,135,8,4300,3.1395348837209305,24315.0,111384.0,135699.0,125178.0,67429.0,192607.0,0.09840455970883787,0.031395348837209305,0.3034054550779984,0.3179582080090861,0.1665631657248125
andhra pradesh,Tirupati,802,689,228,1719,40.081442699243745,4768.0,28462.0,33230.0,5633.0,4765.0,10398.0,0.039325199716162704,0.40081442699243747,0.07429799241145392,0.017165157272988403,0.13226005658565476
andhra pradesh,Visakhapatanam,186,28,12,226,12.389380530973451,0.0,0.0,0.0,0.0,0.0,0.0,0.005150273536750062,0.12389380530973451,0.0,0.0,0.032776047065296146
andhra pradesh,Visakhapatnam,7688,460,30,8178,5.624847150892639,19864.0,137329.0,157193.0,195385.0,115918.0,311303.0,0.18717238537780118,0.05624847150892639,0.35146326575785963,0.5139031500820455,0.252645735927443
andhra pradesh,Vizianagaram,3695,158,3,3856,4.097510373443983,11069.0,67818.0,78887.0,101296.0,58702.0,159998.0,0.0882413532629844,0.040975103734439834,0.1763811533963998,0.26412683529174824,0.1292298473132841
andhra pradesh,Warangal,858,201,0,1059,18.980169971671387,3605.0,31161.0,34766.0,13746.0,38012.0,51758.0,0.02421773067502918,0.18980169971671387,0.0777322902249957,0.08544279766641023,0.08856164824371987
andhra pradesh,West Godavari,5568,343,24,5935,5.77927548441449,14258.0,112548.0,126806.0,139979.0,80435.0,220414.0,0.135829880742555,0.0577927548441449,0.2835218545208193,0.3638623749921586,0.19146549287352604
andhra pradesh,Y. S. R,738,52,33,823,6.318347509113001,4161.0,24025.0,28186.0,5183.0,3425.0,8608.0,0.01881566598759356,0.06318347509113001,0.06302025922688054,0.014210201366213133,0.03782744398705898
andhra pradesh,chittoor,4,0,0,4,0.0,5.0,52.0,57.0,17.0,16.0,33.0,6.867031382333417e-05,0.0,0.00012744464542440185,5.4476840739432315e-05,6.041890707093379e-05
andhra pradesh,rangareddi,1,0,0,1,0.0,0.0,20.0,20.0,2.0,6.0,8.0,0.0,0.0,4.4717419447158544e-05,1.3206506845922986e-05,1.1584785258616306e-05
arunachal pradesh,Anjaw,23,11,3,37,29.72972972972973,128.0,632.0,760.0,675.0,496.0,1171.0,0.00082404376588001,0.2972972972972973,0.0016992619389920246,0.001933102439571977,0.07533921251809512
arunachal pradesh,Changlang,486,304,13,803,37.858032378580326,690.0,4969.0,5659.0,5436.0,2747.0,8183.0,0.018357863895438,0.37858032378580325,0.012652793832573509,0.013508605690023474,0.10630261321437351
arunachal pradesh,Dibang Valley,7,3,0,10,30.0,28.0,132.0,160.0,313.0,158.0,471.0,0.0002060109414700025,0.3,0.00035773935557726835,0.0007775330905537158,0.07529915831874069
arunachal pradesh,East Kameng,88,79,14,181,43.646408839779006,292.0,1130.0,1422.0,2690.0,1607.0,4297.0,0.00412021882940005,0.43646408839779005,0.0031794085226929726,0.007093544989616384,0.1126126893921994
arunachal pradesh,East Siang,80,86,2,168,51.19047619047619,423.0,2080.0,2503.0,2242.0,1079.0,3321.0,0.0038226474694989356,0.5119047619047619,0.005596385043811891,0.005482351154413779,0.13152986433016023
arunachal pradesh,Kamle,3,25,2,30,83.33333333333334,64.0,254.0,318.0,57.0,86.0,143.0,0.0006638130336255636,0.8333333333333335,0.0007110069692098208,0.00023606630987087337,0.20875508255091846
arunachal pradesh,Kra Daadi,18,59,4,81,72.8395061728395,145.0,369.0,514.0,717.0,523.0,1240.0,0.0018312083686222447,0.7283950617283951,0.0011492376797919744,0.002047008561118063,0.18337893760929858
arunachal pradesh,Kurung Kumey,19,44,12,75,58.666666666666664,106.0,229.0,335.0,1299.0,2091.0,3390.0,0.0016938677409755762,0.5866666666666667,0.0007490167757399056,0.0055962572759598655,0.14852857518634807
arunachal pradesh,Leparada,0,2,1,3,66.66666666666666,8.0,15.0,23.0,34.0,2.0,36.0,4.578020921555612e-05,0.6666666666666666,5.142503236423232e-05,5.942928080665344e-05,0.1667048606025263
arunachal pradesh,Lohit,102,63,1,166,37.95180722891566,212.0,1654.0,1866.0,1796.0,2095.0,3891.0,0.003776867260283379,0.3795180722891566,0.004172135234419892,0.006423314767185793,0.09832051161370947
arunachal pradesh,Longding,141,719,37,897,80.15607580824971,263.0,1222.0,1485.0,1611.0,988.0,2599.0,0.02050953372856914,0.8015607580824972,0.003320268393951522,0.00429046391156923,0.20909067278672763
arunachal pradesh,Lower Dibang Valley,58,49,2,109,44.95412844036697,186.0,971.0,1157.0,1373.0,875.0,2248.0,0.00247213129764003,0.44954128440366975,0.002586902715018122,0.0037110284237043593,0.11451015328283594
arunachal pradesh,Lower Siang,10,18,3,31,58.06451612903226,70.0,269.0,339.0,359.0,54.0,413.0,0.0006867031382333416,0.5806451612903226,0.0007579602596293372,0.0006817859159207742,0.14568958565607235
arunachal pradesh,Lower Subansiri,50,55,0,105,52.38095238095239,198.0,1323.0,1521.0,1530.0,1150.0,2680.0,0.002380570879208918,0.5238095238095238,0.003400759748956407,0.004424179793384201,0.1333505686685722
arunachal pradesh,Namsai,95,54,1,150,36.0,221.0,1914.0,2135.0,3561.0,2442.0,6003.0,0.0034106255865589304,0.36,0.004773584525984175,0.009909832574509461,0.09413040237539434
arunachal pradesh,Pakke Kessang,2,1,1,4,25.0,14.0,73.0,87.0,30.0,44.0,74.0,6.867031382333417e-05,0.25,0.00019452077459513966,0.00012216018832478763,0.06258737080242216
arunachal pradesh,Papum Pare,201,241,5,447,53.914988814317674,770.0,4152.0,4922.0,4835.0,4424.0,9259.0,0.010208986655069013,0.5391498881431768,0.011004956925945717,0.015284880860800116,0.14361858492241752
arunachal pradesh,Shi-yomi,8,22,5,35,62.857142857142854,43.0,195.0,238.0,210.0,319.0,529.0,0.0007782635566644539,0.6285714285714286,0.0005321372914211867,0.0008732802651866575,0.15769633289901125
arunachal pradesh,Siang,39,60,4,103,58.252427184466015,175.0,602.0,777.0,880.0,429.0,1309.0,0.002334790669993362,0.5825242718446602,0.0017372717455221094,0.0021609146826641486,0.14722788198129996
arunachal pradesh,Tawang,104,43,7,154,27.92207792207792,209.0,742.0,951.0,1866.0,598.0,2464.0,0.0035021860049900427,0.2792207792207792,0.0021263132947123885,0.00406760410854428,0.07226974338759265
arunachal pradesh,Tirap,59,39,1,99,39.39393939393939,96.0,894.0,990.0,1371.0,522.0,1893.0,0.0022432302515622495,0.3939393939393939,0.002213512262634348,0.003124989682416527,0.10033767946190544
arunachal pradesh,Upper Siang,21,21,1,43,48.837209302325576,199.0,1122.0,1321.0,1235.0,561.0,1796.0,0.0009613843935266784,0.4883720930232558,0.0029535855544848217,0.0029648607869097103,0.12361319706182719
arunachal pradesh,Upper Subansiri,76,55,12,143,38.46153846153847,347.0,1202.0,1549.0,2462.0,1704.0,4166.0,0.003250394854304484,0.3846153846153847,0.003463364136182429,0.006877288440014395,0.0993596148680921
arunachal pradesh,West Kameng,157,103,18,278,37.05035971223021,375.0,1484.0,1859.0,2967.0,3205.0,6172.0,0.006340558976354521,0.37050359712230213,0.004156484137613386,0.010188820031629584,0.09771415575614821
arunachal pradesh,West Siang,110,80,2,192,41.66666666666667,521.0,3031.0,3552.0,3345.0,1301.0,4646.0,0.004372009980085609,0.41666666666666674,0.007941813693815357,0.007669678850769774,0.10881916866861367
assam,Bajali,19,8,2,29,27.586206896551722,57.0,787.0,844.0,6.0,17.0,23.0,0.0006409229290177856,0.27586206896551724,0.0018870751006700905,3.796870718202859e-05,0.06957484902810596
assam,Baksa,2120,1179,400,3699,31.873479318734795,1346.0,15666.0,17012.0,11602.0,5853.0,17455.0,0.08464760683956325,0.31873479318734793,0.03803663698175306,0.028814947124448216,0.12268067751192438
assam,Barpeta,10545,3306,532,14383,22.98546895640687,4978.0,54164.0,59142.0,66392.0,29029.0,95421.0,0.329205484469064,0.2298546895640687,0.13223388104719253,0.15752226121810217,0.2306368204082485
assam,Biswanath,789,464,76,1329,34.91346877351392,844.0,10181.0,11025.0,6159.0,3389.0,9548.0,0.030398058919129257,0.3491346877351392,0.024650477470246148,0.015761965920609085,0.1060054812336511
assam,Bongaigaon,2324,626,225,3175,19.716535433070867,3318.0,35806.0,39124.0,24633.0,11975.0,36608.0,0.07265319202508755,0.19716535433070867,0.08747621592253155,0.06043297532694358,0.10430179404135283
assam,Cachar,11474,4513,1527,17514,25.76795706292109,5078.0,52941.0,58019.0,42167.0,23978.0,66145.0,0.4008744019960171,0.25767957062921093,0.12972299794523456,0.109193049415447,0.25250914282804504
assam,Charaideo,659,336,194,1189,28.259041211101767,763.0,9150.0,9913.0,6096.0,2197.0,8293.0,0.02719344427404033,0.28259041211101765,0.022164188948984132,0.013690195159154915,0.08733618534529633
assam,Chirang,2013,1071,264,3348,31.989247311827956,1175.0,12222.0,13397.0,18078.0,9009.0,27087.0,0.07661318012223316,0.31989247311827956,0.02995396341667915,0.04471558136693949,0.12172164027907521
assam,Darrang,4390,1914,1291,7595,25.200789993416723,3187.0,25132.0,28319.0,16240.0,10025.0,26265.0,0.17382745439146657,0.2520078999341672,0.06331763006620414,0.043358612788520906,0.1451768325915001
assam,Dhemaji,3864,1846,1191,6901,26.74974641356325,1927.0,20422.0,22349.0,12494.0,8236.0,20730.0,0.1579417217936686,0.2674974641356325,0.049969480361227316,0.03422136086449794,0.1389921369068372
assam,Dhubri,8432,3849,365,12646,30.436501660604144,7185.0,73614.0,80799.0,40373.0,19102.0,59475.0,0.28944537276535354,0.3043650166060414,0.18065613869554814,0.0981821243326587,0.23316478722502545
assam,Dibrugarh,3895,1675,1492,7062,23.71849334466157,1874.0,24645.0,26519.0,14970.0,11765.0,26735.0,0.16162702863552086,0.2371849334466157,0.05929306231595987,0.04413449506571888,0.13655120486042197
assam,Dima Hasao,119,103,28,250,41.199999999999996,16.0,264.0,280.0,11.0,14.0,25.0,0.005699636047336735,0.412,0.0006260438722602196,4.1270333893509334e-05,0.10512833545779861
assam,Goalpara,6881,2220,797,9898,22.428773489593855,4325.0,36242.0,40567.0,17021.0,10603.0,27624.0,0.22654336530317945,0.22428773489593856,0.09070257773564402,0.04560206813897207,0.16262304075502068
assam,Golaghat,5537,4047,1921,11505,35.176010430247715,1998.0,25926.0,27924.0,12369.0,7785.0,20154.0,0.2633277634078788,0.3517601043024772,0.06243446103212276,0.033270492371591485,0.1992457339491197
assam,Hailakandi,3826,1441,311,5578,25.83363212621011,2253.0,19049.0,21302.0,14201.0,6922.0,21123.0,0.12765811339757824,0.2583363212621011,0.047628523453168564,0.034870130513303906,0.12576415079797215
assam,Hojai,5288,1607,155,7050,22.79432624113475,2371.0,22937.0,25308.0,15271.0,13731.0,29002.0,0.16135234738022752,0.22794326241134752,0.05658542256843442,0.0478768889431823,0.13435159948823985
assam,Jorhat,2905,1122,860,4887,22.958870472682626,1266.0,18522.0,19788.0,10704.0,5575.0,16279.0,0.11184105111360358,0.22958870472682627,0.04424341480101866,0.026873590618097538,0.11076494515529105
assam,Kamrup,9311,3370,985,13666,24.659739499487777,3266.0,41318.0,44584.0,30056.0,13196.0,43252.0,0.3127932794652872,0.2465973949948778,0.09968407143160582,0.07140097926248262,0.20534400670038763
assam,Kamrup Metro,2654,2055,1337,6046,33.98941448891829,2308.0,23883.0,26191.0,14584.0,12178.0,26762.0,0.13837068235401837,0.33989414488918296,0.05855969663702647,0.04417906702632387,0.15395102777887223
assam,Karbi Anglong,2918,4107,1082,8107,50.659923522881456,2438.0,28683.0,31121.0,25507.0,13699.0,39206.0,0.18554718795064895,0.5065992352288146,0.06958254053075105,0.06472178842515708,0.2184521903811124
assam,Karimganj,9336,4903,594,14833,33.054675385963726,4135.0,37279.0,41414.0,24232.0,11414.0,35646.0,0.33950603154256415,0.3305467538596373,0.0925963604492312,0.05884489287872135,0.23175205017039727
assam,Kokrajhar,2519,1572,518,4609,34.10718160121501,1928.0,20741.0,22669.0,18300.0,10559.0,28859.0,0.10547760203264128,0.34107181601215014,0.05068495907238185,0.04764082263331143,0.1418502710556006
assam,Lakhimpur,4726,1825,648,7199,25.350743158772055,2993.0,32419.0,35412.0,17189.0,12583.0,29772.0,0.16476297296678646,0.25350743158772054,0.07917666287313892,0.049148015227102396,0.14670883405535362
assam,Majuli,347,157,11,515,30.485436893203882,290.0,2991.0,3281.0,2139.0,1243.0,3382.0,0.01176551376839792,0.3048543689320388,0.007335892660306359,0.005583050769113943,0.08291531073783304
assam,Marigaon,6735,2928,824,10487,27.920282254219508,4499.0,39311.0,43810.0,19361.0,14575.0,33936.0,0.24002563691716072,0.2792028225421951,0.09795350729900079,0.056022002040405305,0.18460478042443626
assam,Nagaon,9002,3478,393,12873,27.017789171133376,7120.0,90257.0,97377.0,44214.0,73665.0,117879.0,0.29464142651131914,0.2701778917113338,0.21772240767529788,0.19459622756131947,0.25313269925411863
assam,Nalbari,2709,977,195,3881,25.173924246328266,2083.0,18878.0,20961.0,14657.0,5594.0,20251.0,0.08881360587817885,0.25173924246328266,0.04686609145159451,0.0334306212670983,0.11007891521692181
assam,North Cachar Hills,501,420,137,1058,39.69754253308129,300.0,3299.0,3599.0,2782.0,1242.0,4024.0,0.024194840570421407,0.3969754253308129,0.00804689962951618,0.006642872943499262,0.11065000504695381
assam,Sibsagar,1561,514,662,2737,18.77968578735842,1031.0,12039.0,13070.0,8287.0,3093.0,11380.0,0.06262732620688076,0.18779685787358422,0.029222833608718107,0.018786255988325447,0.07847059656021303
assam,Sivasagar,204,113,105,422,26.77725118483412,0.0,0.0,0.0,0.0,0.0,0.0,0.009636734039874561,0.2677725118483412,0.0,0.0,0.0703159848760414
assam,Sonitpur,5501,2723,973,9197,29.607480700228333,3162.0,40414.0,43576.0,17454.0,12663.0,30117.0,0.21049740197312702,0.29607480700228334,0.09743031349146904,0.04971754583483282,0.17712236430642567
assam,South Salmara Mankachar,1062,364,46,1472,24.728260869565215,1188.0,19859.0,21047.0,2855.0,1993.0,4848.0,0.03367134387804152,0.24728260869565216,0.04705837635521729,0.00800314314862933,0.08461792643199689
assam,Sribhumi,115,43,11,169,25.443786982248522,192.0,4895.0,5087.0,42.0,315.0,357.0,0.0038455375741067136,0.25443786982248523,0.011373875636384775,0.0005893403679993133,0.06734804880743549
assam,Tamulpur District,22,33,0,55,60.0,54.0,1214.0,1268.0,17.0,53.0,70.0,0.001236065648820015,0.6,0.0028350843929498518,0.00011555693490182612,0.15102275124265735
assam,Tinsukia,3884,2867,1633,8384,34.19608778625955,2000.0,33249.0,35249.0,12082.0,7167.0,19249.0,0.19188774692700347,0.3419608778625955,0.07881221590464457,0.03177650628464645,0.17476867532795828
assam,Udalguri,2658,1322,585,4565,28.95947426067908,1380.0,18400.0,19780.0,12995.0,9353.0,22348.0,0.10447043742989905,0.2895947426067908,0.0442255278332398,0.036892376874085864,0.1251869196936275
assam,West Karbi Anglong,390,987,507,1884,52.38853503184714,152.0,1299.0,1451.0,1084.0,2308.0,3392.0,0.04310206697644608,0.5238853503184714,0.0032442487808913524,0.005599558902671346,0.14782582255808652
bihar,Araria,9939,5515,125,15579,35.400218242505936,9001.0,146314.0,155315.0,72533.0,82911.0,155444.0,0.3565820495799666,0.3540021824250594,0.34726430007177145,0.2566090312697066,0.3340789292275488
bihar,Arwal,812,3020,34,3866,78.11691670977756,2232.0,25538.0,27770.0,12094.0,18610.0,30704.0,0.08847025430906219,0.7811691670977756,0.06209013690237963,0.050686573274652424,0.24881222281802207
bihar,Aurangabad,3001,7096,73,10170,69.77384464110128,10545.0,95295.0,105840.0,46556.0,49874.0,96430.0,0.23276947375649507,0.6977384464110128,0.236644583714363,0.1591879318940442,0.3350704305392079
bihar,Aurangabad(BH),5,3,0,8,37.5,2.0,22.0,24.0,1.0,9.0,10.0,0.0001602307322544464,0.375,5.366090333659025e-05,1.650813355740373e-05,0.09382011456366786
bihar,Aurangabad(bh),44,61,0,105,58.0952380952381,24.0,646.0,670.0,34.0,188.0,222.0,0.002380570879208918,0.580952380952381,0.0014980335514798112,0.0003664805649743629,0.1464441978691092
bihar,Banka,6198,4797,79,11074,43.317681054722776,7434.0,90686.0,98120.0,49854.0,48373.0,98227.0,0.25346212832192644,0.4331768105472278,0.2193836598077598,0.16215444349430966,0.27331356820989505
bihar,Begusarai,8106,5045,58,13209,38.19365584071466,13270.0,119720.0,132990.0,72549.0,74659.0,147208.0,0.30233250165953257,0.38193655840714663,0.29734848061388075,0.24301293247182887,0.30937279779976495
bihar,Bhabua,14,17,0,31,54.83870967741935,5.0,127.0,132.0,4.0,29.0,33.0,0.0006867031382333416,0.5483870967741935,0.00029513496835124637,5.4476840739432315e-05,0.13740704265374817
bihar,Bhagalpur,10456,10229,377,21062,48.56613806855949,15385.0,139641.0,155026.0,72409.0,75905.0,148314.0,0.48208849314441365,0.4856613806855949,0.34661813336076003,0.24483873204327772,0.40843769085275106
bihar,Bhojpur,3136,10115,106,13357,75.72808265329041,10707.0,131634.0,142341.0,39485.0,57511.0,96996.0,0.3057202371414837,0.7572808265329042,0.3182561100763997,0.16012229225339325,0.3919979700987039
bihar,Buxar,2528,4648,64,7240,64.19889502762432,7052.0,66850.0,73902.0,24831.0,32197.0,57028.0,0.16570146725570536,0.6419889502762431,0.16523533659919554,0.094142584051162,0.27036833523862913
bihar,Darbhanga,10017,5677,71,15765,36.01014906438313,12315.0,141613.0,153928.0,93323.0,117057.0,210380.0,0.3608396090370133,0.3601014906438313,0.344163147033111,0.3472981137806597,0.35461148798666664
bihar,East Champaran,10147,18371,805,29323,62.65047914606282,18227.0,229801.0,248028.0,95935.0,116199.0,212134.0,0.6711836473092682,0.6265047914606282,0.554558605531992,0.35019364040662837,0.5724909236111251
bihar,Gaya,6722,20244,435,27401,73.88051530966024,19945.0,175229.0,195174.0,85898.0,99274.0,185172.0,0.6271888662531188,0.7388051530966024,0.4363838811589861,0.3056844107091564,0.5526310498363707
